incident_id,incident_name,discovery_date,contain_date,fire_year,state,county_fips,county_name,latitude,longitude,fire_size_acres,fire_size_class,cause,structures_destroyed,personnel_assigned
FIRE-2019-000878,Oregon Fire 878,2019-06-26,2019-08-02,2019,OR,1021,Oregon County 20,45.72029,-123.43342,21.6,C,Human - Campfire,0,1
FIRE-2019-000879,Oregon Fire 879,2019-08-09,2019-09-06,2019,OR,1022,Oregon County 21,46.04607,-121.33526,22.4,C,Powerline,0,10
FIRE-2019-000880,Oregon Fire 880,2019-08-24,2019-09-27,2019,OR,1022,Oregon County 21,45.5493,-120.72298,29.5,C,Human - Equipment,0,3
FIRE-2019-000881,Oregon Fire 881,2019-05-20,2019-07-04,2019,OR,1022,Oregon County 21,45.70417,-120.75597,50.6,C,Undetermined,0,1
FIRE-2019-000882,Oregon Fire 882,2019-03-27,2019-04-05,2019,OR,1022,Oregon County 21,45.07356,-120.85238,6.8,B,Undetermined,0,2
FIRE-2019-000883,Oregon Fire 883,2019-08-03,2019-09-08,2019,OR,1023,Oregon County 22,45.51945,-119.11106,1.7,B,Human - Equipment,0,13
FIRE-2019-000884,Oregon Fire 884,2019-07-19,2019-07-29,2019,OR,1023,Oregon County 22,45.03991,-119.68276,42.4,C,Lightning,0,1
FIRE-2019-000885,Oregon Fire 885,2019-09-23,2019-10-20,2019,OR,1023,Oregon County 22,44.90677,-119.91204,7.7,B,Lightning,0,16
FIRE-2019-000886,Oregon Fire 886,2019-06-05,2019-06-28,2019,OR,1023,Oregon County 22,46.04075,-120.06884,33.5,C,Lightning,0,12
FIRE-2019-000887,Oregon Fire 887,2019-07-19,2019-07-28,2019,OR,1024,Oregon County 23,45.40747,-117.82435,89.9,C,Human - Arson,0,14
FIRE-2019-000888,Oregon Fire 888,2019-06-14,2019-07-24,2019,OR,1024,Oregon County 23,45.51034,-117.60014,100.6,D,Human - Campfire,0,1
FIRE-2019-000889,Oregon Fire 889,2019-08-28,2019-09-15,2019,OR,1024,Oregon County 23,45.64209,-117.70921,158.6,D,Human - Debris Burning,6,1
FIRE-2019-000890,Oregon Fire 890,2019-05-20,2019-06-02,2019,OR,1024,Oregon County 23,45.67083,-117.0852,6.6,B,Undetermined,0,1
FIRE-2019-000891,Oregon Fire 891,2019-05-19,2019-05-21,2019,OR,1024,Oregon County 23,45.61451,-116.58541,69.4,C,Lightning,0,1
FIRE-2019-000892,Oregon Fire 892,2019-09-06,2019-10-14,2019,OR,1024,Oregon County 23,45.99435,-118.46205,14.1,C,Human - Equipment,0,1
FIRE-2019-000893,Oregon Fire 893,2019-09-01,2019-09-29,2019,OR,1024,Oregon County 23,44.93114,-117.6964,99.0,C,Lightning,0,1
FIRE-2019-000894,Oregon Fire 894,2019-10-08,2019-10-27,2019,OR,1024,Oregon County 23,44.99714,-117.73598,195.1,D,Lightning,1,9
FIRE-2019-000895,Oregon Fire 895,2019-08-30,2019-09-20,2019,OR,1024,Oregon County 23,45.45043,-117.88641,9.3,B,Lightning,0,1
FIRE-2019-000896,Oregon Fire 896,2019-06-29,2019-07-07,2019,OR,1024,Oregon County 23,45.07086,-118.30251,111.8,D,Lightning,0,19
FIRE-2019-000897,Washington Fire 897,2019-10-07,2019-11-12,2019,WA,1025,Washington County 00,46.60758,-123.81638,15.7,C,Human - Equipment,0,1
FIRE-2019-000898,Washington Fire 898,2019-08-14,2019-09-27,2019,WA,1025,Washington County 00,46.53385,-124.34421,15.7,C,Lightning,0,1
FIRE-2019-000899,Washington Fire 899,2019-05-28,2019-06-30,2019,WA,1025,Washington County 00,46.16295,-124.55514,29.5,C,Lightning,0,10
FIRE-2019-000900,Washington Fire 900,2019-07-30,2019-09-04,2019,WA,1025,Washington County 00,46.41236,-122.87865,38.6,C,Human - Equipment,0,13
FIRE-2019-000901,Washington Fire 901,2019-08-09,2019-09-09,2019,WA,1025,Washington County 00,45.83746,-123.18273,84108.2,G,Lightning,420,4220
FIRE-2019-000902,Washington Fire 902,2019-11-13,2019-12-18,2019,WA,1025,Washington County 00,46.4808,-124.38513,16.5,C,Human - Debris Burning,0,1
FIRE-2019-000903,Washington Fire 903,2019-07-24,2019-08-21,2019,WA,1025,Washington County 00,45.66293,-124.56019,40.7,C,Lightning,0,11
FIRE-2019-000904,Washington Fire 904,2019-05-11,2019-06-09,2019,WA,1025,Washington County 00,46.60298,-123.07633,50.4,C,Lightning,0,1
FIRE-2019-000905,Washington Fire 905,2019-07-02,2019-07-11,2019,WA,1026,Washington County 01,46.61882,-122.43928,19.9,C,Human - Debris Burning,0,12
FIRE-2019-000906,Washington Fire 906,2019-08-09,2019-09-10,2019,WA,1026,Washington County 01,46.28482,-121.09218,26.7,C,Human - Arson,0,1
FIRE-2019-000907,Washington Fire 907,2019-07-19,2019-08-31,2019,WA,1026,Washington County 01,45.59044,-121.58426,1.6,B,Human - Equipment,0,19
FIRE-2019-000908,Washington Fire 908,2019-11-10,2019-12-25,2019,WA,1026,Washington County 01,46.20153,-122.11607,24.4,C,Undetermined,0,8
FIRE-2019-000909,Washington Fire 909,2019-09-11,2019-10-25,2019,WA,1026,Washington County 01,45.51092,-122.47367,68.0,C,Undetermined,0,1
FIRE-2019-000910,Washington Fire 910,2019-08-25,2019-09-26,2019,WA,1026,Washington County 01,45.85371,-121.65379,63.3,C,Undetermined,0,14
FIRE-2019-000911,Washington Fire 911,2019-07-20,2019-08-07,2019,WA,1027,Washington County 02,46.64831,-120.88609,50.9,C,Human - Debris Burning,0,1
FIRE-2019-000912,Washington Fire 912,2019-06-06,2019-06-11,2019,WA,1027,Washington County 02,46.15999,-119.61332,57.3,C,Human - Debris Burning,0,3
FIRE-2019-000913,Washington Fire 913,2019-08-08,2019-08-26,2019,WA,1027,Washington County 02,46.49806,-119.07955,106.4,D,Lightning,0,1
FIRE-2019-000914,Washington Fire 914,2019-03-22,2019-04-21,2019,WA,1027,Washington County 02,46.12177,-119.54868,14.6,C,Lightning,0,1
FIRE-2019-000915,Washington Fire 915,2019-09-11,2019-10-08,2019,WA,1027,Washington County 02,46.49617,-119.63244,19.5,C,Lightning,0,1
FIRE-2019-000916,Washington Fire 916,2019-06-19,2019-07-07,2019,WA,1027,Washington County 02,46.38553,-120.19513,107.6,D,Undetermined,0,3
FIRE-2019-000917,Washington Fire 917,2019-07-04,2019-08-18,2019,WA,1027,Washington County 02,46.44229,-119.18381,231.6,D,Human - Equipment,3,18
FIRE-2019-000918,Washington Fire 918,2019-08-26,2019-09-26,2019,WA,1027,Washington County 02,45.86261,-120.57926,49.2,C,Human - Equipment,0,20
FIRE-2019-000919,Washington Fire 919,2019-08-22,2019-09-13,2019,WA,1027,Washington County 02,46.48059,-119.07663,14.2,C,Powerline,0,5
FIRE-2019-000920,Washington Fire 920,2019-08-10,2019-08-18,2019,WA,1028,Washington County 03,46.01162,-117.78007,5.0,B,Lightning,0,4
FIRE-2019-000921,Washington Fire 921,2019-08-21,2019-09-19,2019,WA,1028,Washington County 03,46.48897,-118.33911,3.4,B,Lightning,0,1
FIRE-2019-000922,Washington Fire 922,2019-06-29,2019-07-25,2019,WA,1028,Washington County 03,45.56509,-118.75144,2.7,B,Lightning,0,1
FIRE-2019-000923,Washington Fire 923,2019-07-03,2019-07-31,2019,WA,1029,Washington County 10,47.43634,-123.63083,0.5,B,Powerline,0,1
FIRE-2019-000924,Washington Fire 924,2019-07-08,2019-07-21,2019,WA,1029,Washington County 10,47.58008,-122.97171,30.3,C,Lightning,0,17
FIRE-2019-000925,Washington Fire 925,2019-08-15,2019-09-17,2019,WA,1029,Washington County 10,47.64758,-123.64387,117.4,D,Lightning,0,13
FIRE-2019-000926,Washington Fire 926,2019-07-04,2019-08-15,2019,WA,1029,Washington County 10,46.73724,-123.2458,18.7,C,Human - Arson,0,3
FIRE-2019-000927,Washington Fire 927,2019-06-30,2019-07-24,2019,WA,1029,Washington County 10,46.83864,-123.28778,18.5,C,Undetermined,0,20
FIRE-2019-000928,Washington Fire 928,2019-05-28,2019-06-01,2019,WA,1029,Washington County 10,46.94362,-124.51803,85.5,C,Human - Equipment,0,2
FIRE-2019-000929,Washington Fire 929,2019-08-20,2019-10-04,2019,WA,1029,Washington County 10,47.58281,-123.02842,20.9,C,Human - Campfire,0,7
FIRE-2019-000930,Washington Fire 930,2019-05-25,2019-06-16,2019,WA,1029,Washington County 10,47.32711,-123.13858,20.4,C,Lightning,0,4
FIRE-2019-000931,Washington Fire 931,2019-09-02,2019-09-17,2019,WA,1030,Washington County 11,46.92264,-122.76773,0.2,A,Human - Equipment,0,2
FIRE-2019-000932,Washington Fire 932,2019-08-19,2019-08-20,2019,WA,1031,Washington County 12,47.10523,-119.32582,25.6,C,Human - Equipment,0,1
FIRE-2019-000933,Washington Fire 933,2019-08-20,2019-09-13,2019,WA,1031,Washington County 12,47.00567,-120.67538,10.8,C,Lightning,0,1
FIRE-2019-000934,Washington Fire 934,2019-09-10,2019-10-16,2019,WA,1031,Washington County 12,47.69961,-120.56041,63.4,C,Lightning,0,4
FIRE-2019-000935,Washington Fire 935,2019-08-19,2019-09-30,2019,WA,1031,Washington County 12,46.78472,-120.38951,89.0,C,Powerline,0,10
FIRE-2019-000936,Washington Fire 936,2019-11-06,2019-12-10,2019,WA,1031,Washington County 12,46.94684,-120.30511,82.9,C,Undetermined,0,19
FIRE-2019-000937,Washington Fire 937,2019-11-20,2019-12-03,2019,WA,1031,Washington County 12,46.74294,-119.18714,7.8,B,Lightning,0,1
FIRE-2019-000938,Washington Fire 938,2019-07-05,2019-08-14,2019,WA,1031,Washington County 12,47.80648,-119.73088,14.0,C,Human - Debris Burning,0,7
FIRE-2019-000939,Washington Fire 939,2019-09-03,2019-09-12,2019,WA,1031,Washington County 12,46.95503,-120.61029,49.6,C,Powerline,0,1
FIRE-2019-000940,Washington Fire 940,2019-11-19,2019-11-24,2019,WA,1031,Washington County 12,46.76164,-120.49199,31.8,C,Lightning,0,1
FIRE-2019-000941,Washington Fire 941,2019-05-22,2019-06-15,2019,WA,1031,Washington County 12,47.10331,-119.43528,36.6,C,Human - Equipment,0,15
FIRE-2019-000942,Washington Fire 942,2019-04-06,2019-05-18,2019,WA,1031,Washington County 12,47.34472,-119.97617,50.8,C,Lightning,0,5
FIRE-2019-000943,Washington Fire 943,2019-08-15,2019-09-21,2019,WA,1031,Washington County 12,47.12855,-119.21682,18.3,C,Lightning,0,7
FIRE-2019-000944,Washington Fire 944,2019-07-07,2019-07-22,2019,WA,1032,Washington County 13,47.54356,-118.78472,17.5,C,Human - Debris Burning,0,1
FIRE-2019-000945,Washington Fire 945,2019-08-24,2019-09-14,2019,WA,1032,Washington County 13,47.21214,-118.1191,26.3,C,Lightning,0,11
FIRE-2019-000946,Washington Fire 946,2019-08-17,2019-09-19,2019,WA,1032,Washington County 13,46.7552,-118.43203,115.9,D,Human - Equipment,0,1
FIRE-2019-000947,Washington Fire 947,2019-08-29,2019-09-20,2019,WA,1032,Washington County 13,46.71133,-118.81087,11.2,C,Lightning,0,1
FIRE-2019-000948,Washington Fire 948,2019-08-06,2019-09-10,2019,WA,1032,Washington County 13,46.88908,-117.30138,46.3,C,Undetermined,0,1
FIRE-2019-000949,Washington Fire 949,2019-09-20,2019-10-28,2019,WA,1032,Washington County 13,47.58032,-117.3465,25.9,C,Human - Arson,0,1
FIRE-2019-000950,Washington Fire 950,2019-10-20,2019-11-03,2019,WA,1032,Washington County 13,47.77674,-117.02091,100.3,D,Human - Equipment,1,1
FIRE-2019-000951,Washington Fire 951,2019-07-31,2019-08-21,2019,WA,1032,Washington County 13,47.5096,-117.47264,30.9,C,Powerline,0,1
FIRE-2019-000952,Washington Fire 952,2019-09-29,2019-10-08,2019,WA,1032,Washington County 13,47.17846,-118.13551,95.8,C,Human - Debris Burning,0,21
FIRE-2019-000953,Washington Fire 953,2019-11-08,2019-12-04,2019,WA,1033,Washington County 20,48.22979,-123.17312,27.2,C,Human - Arson,0,2
FIRE-2019-000954,Washington Fire 954,2019-07-24,2019-08-15,2019,WA,1033,Washington County 20,48.49551,-123.65544,1.6,B,Human - Debris Burning,0,1
FIRE-2019-000955,Washington Fire 955,2019-09-11,2019-09-16,2019,WA,1033,Washington County 20,48.28937,-123.68094,24.0,C,Human - Debris Burning,0,1
FIRE-2019-000956,Washington Fire 956,2019-08-18,2019-08-25,2019,WA,1033,Washington County 20,48.36012,-123.68945,112.6,D,Human - Campfire,2,13
FIRE-2019-000957,Washington Fire 957,2019-11-01,2019-11-26,2019,WA,1033,Washington County 20,47.86464,-123.62344,11.1,C,Lightning,0,2
FIRE-2019-000958,Washington Fire 958,2019-10-20,2019-11-16,2019,WA,1033,Washington County 20,47.90036,-124.66354,36.5,C,Human - Equipment,0,7
FIRE-2019-000959,Washington Fire 959,2019-08-07,2019-08-21,2019,WA,1033,Washington County 20,48.70033,-123.98409,24.6,C,Lightning,0,4
FIRE-2019-000960,Washington Fire 960,2019-09-29,2019-11-06,2019,WA,1033,Washington County 20,48.38724,-123.41614,46.3,C,Lightning,0,1
FIRE-2019-000961,Washington Fire 961,2019-06-15,2019-07-24,2019,WA,1033,Washington County 20,48.9896,-124.40668,29.5,C,Powerline,0,1
FIRE-2019-000962,Washington Fire 962,2019-07-22,2019-08-10,2019,WA,1033,Washington County 20,48.37024,-123.08548,42.9,C,Human - Debris Burning,0,10
FIRE-2019-000963,Washington Fire 963,2019-07-17,2019-07-29,2019,WA,1033,Washington County 20,48.75774,-123.15685,24.8,C,Human - Equipment,0,7
FIRE-2019-000964,Washington Fire 964,2019-10-10,2019-10-17,2019,WA,1033,Washington County 20,48.28211,-123.95745,53.8,C,Human - Equipment,0,9
FIRE-2019-000965,Washington Fire 965,2019-07-27,2019-08-01,2019,WA,1033,Washington County 20,48.15274,-123.10245,49.5,C,Human - Campfire,0,1
FIRE-2019-000966,Washington Fire 966,2019-07-05,2019-07-10,2019,WA,1033,Washington County 20,48.99112,-123.8377,40.2,C,Human - Arson,0,1
FIRE-2019-000967,Washington Fire 967,2019-07-14,2019-08-27,2019,WA,1034,Washington County 21,47.88541,-122.44562,1.4,B,Human - Arson,0,3
FIRE-2019-000968,Washington Fire 968,2019-06-09,2019-06-18,2019,WA,1034,Washington County 21,48.29612,-121.18124,0.5,B,Lightning,0,11
FIRE-2019-000969,Washington Fire 969,2019-08-08,2019-08-17,2019,WA,1034,Washington County 21,48.47317,-122.71694,13.9,C,Human - Equipment,0,1
FIRE-2019-000970,Washington Fire 970,2019-08-03,2019-08-29,2019,WA,1034,Washington County 21,48.54149,-121.21493,9.8,B,Lightning,0,6
FIRE-2019-000971,Washington Fire 971,2019-08-05,2019-09-18,2019,WA,1034,Washington County 21,48.34743,-122.31716,9.8,B,Human - Debris Burning,0,1
FIRE-2019-000972,Washington Fire 972,2019-07-25,2019-08-01,2019,WA,1034,Washington County 21,48.44335,-121.61216,54.3,C,Human - Equipment,0,3
FIRE-2019-000973,Washington Fire 973,2019-08-03,2019-08-27,2019,WA,1034,Washington County 21,48.73448,-122.8409,72.9,C,Undetermined,0,6
FIRE-2019-000974,Washington Fire 974,2019-08-17,2019-08-22,2019,WA,1035,Washington County 22,47.85032,-120.84551,85.9,C,Lightning,0,17
FIRE-2019-000975,Washington Fire 975,2019-06-09,2019-06-16,2019,WA,1035,Washington County 22,48.0292,-119.28062,9.1,B,Powerline,0,1
FIRE-2019-000976,Washington Fire 976,2019-10-11,2019-10-26,2019,WA,1035,Washington County 22,48.92338,-119.68189,25.1,C,Lightning,0,1
FIRE-2019-000977,Washington Fire 977,2019-09-02,2019-09-07,2019,WA,1035,Washington County 22,48.20228,-120.11583,24.6,C,Human - Campfire,0,1
FIRE-2019-000978,Washington Fire 978,2019-10-16,2019-11-17,2019,WA,1035,Washington County 22,48.86637,-120.81432,26.5,C,Undetermined,0,11
FIRE-2019-000979,Washington Fire 979,2019-09-14,2019-10-23,2019,WA,1035,Washington County 22,48.82554,-118.96846,9.4,B,Lightning,0,1
FIRE-2019-000980,Washington Fire 980,2019-07-03,2019-08-17,2019,WA,1035,Washington County 22,48.73331,-119.09712,7.1,B,Lightning,0,7
FIRE-2019-000981,Washington Fire 981,2019-06-23,2019-08-03,2019,WA,1035,Washington County 22,48.54329,-120.24654,44.0,C,Human - Arson,0,1
FIRE-2019-000982,Washington Fire 982,2019-08-19,2019-09-04,2019,WA,1036,Washington County 23,47.97807,-117.47006,13.5,C,Human - Debris Burning,0,1
FIRE-2019-000983,Washington Fire 983,2019-09-23,2019-11-01,2019,WA,1036,Washington County 23,48.01028,-118.3716,11.4,C,Undetermined,0,4
FIRE-2019-000984,Washington Fire 984,2019-05-04,2019-05-31,2019,WA,1036,Washington County 23,48.2038,-118.68818,77.3,C,Human - Debris Burning,0,10
FIRE-2019-000985,Washington Fire 985,2019-08-06,2019-09-18,2019,WA,1036,Washington County 23,48.21982,-117.29848,13.9,C,Undetermined,0,2
FIRE-2019-000986,Washington Fire 986,2019-09-02,2019-10-13,2019,WA,1036,Washington County 23,48.85149,-118.51623,36.9,C,Lightning,0,1
FIRE-2019-000987,Washington Fire 987,2019-08-22,2019-08-28,2019,WA,1036,Washington County 23,48.57343,-118.57469,7.6,B,Lightning,0,1
FIRE-2019-000988,Washington Fire 988,2019-05-16,2019-05-27,2019,WA,1036,Washington County 23,48.42533,-118.55147,27.8,C,Human - Campfire,0,1
FIRE-2019-000989,Nevada Fire 989,2019-09-09,2019-09-27,2019,NV,1037,Nevada County 00,35.66582,-119.62655,29.7,C,Powerline,0,1
FIRE-2019-000990,Nevada Fire 990,2019-08-23,2019-10-02,2019,NV,1037,Nevada County 00,35.88134,-119.46063,31.8,C,Human - Arson,0,2
FIRE-2019-000991,Nevada Fire 991,2019-05-08,2019-05-28,2019,NV,1037,Nevada County 00,35.04623,-118.80966,24.0,C,Human - Debris Burning,0,10
FIRE-2019-000992,Nevada Fire 992,2019-10-13,2019-11-21,2019,NV,1037,Nevada County 00,36.08185,-119.61406,30.2,C,Human - Equipment,0,1
FIRE-2019-000993,Nevada Fire 993,2019-10-16,2019-11-09,2019,NV,1037,Nevada County 00,37.13764,-119.70643,0.2,A,Human - Equipment,0,21
FIRE-2019-000994,Nevada Fire 994,2019-06-16,2019-07-24,2019,NV,1037,Nevada County 00,35.87067,-118.54426,33.6,C,Lightning,0,25
FIRE-2019-000995,Nevada Fire 995,2019-10-29,2019-11-21,2019,NV,1039,Nevada County 02,36.78022,-116.75646,157.4,D,Human - Equipment,0,8
FIRE-2019-000996,Nevada Fire 996,2019-07-16,2019-08-09,2019,NV,1039,Nevada County 02,36.71655,-115.61022,13.9,C,Human - Debris Burning,0,1
FIRE-2019-000997,Nevada Fire 997,2019-07-05,2019-07-22,2019,NV,1039,Nevada County 02,35.60977,-116.032,30.4,C,Lightning,0,1
FIRE-2019-000998,Nevada Fire 998,2019-06-05,2019-06-30,2019,NV,1039,Nevada County 02,35.27237,-116.75786,4.8,B,Human - Equipment,0,1
FIRE-2019-000999,Nevada Fire 999,2019-05-08,2019-05-25,2019,NV,1039,Nevada County 02,35.44059,-116.22219,27.5,C,Human - Campfire,0,1
FIRE-2019-001000,Nevada Fire 1000,2019-06-08,2019-06-14,2019,NV,1039,Nevada County 02,36.36752,-115.67002,66.2,C,Lightning,0,3
FIRE-2019-001001,Nevada Fire 1001,2019-05-20,2019-07-04,2019,NV,1039,Nevada County 02,35.62772,-115.77866,11.8,C,Lightning,0,1
FIRE-2019-001002,Nevada Fire 1002,2019-11-08,2019-12-20,2019,NV,1039,Nevada County 02,35.16296,-116.99763,59.6,C,Lightning,0,1
FIRE-2019-001003,Nevada Fire 1003,2019-07-11,2019-07-19,2019,NV,1039,Nevada County 02,35.31344,-116.7204,33.3,C,Human - Equipment,0,4
FIRE-2019-001004,Nevada Fire 1004,2019-08-21,2019-09-17,2019,NV,1039,Nevada County 02,35.42637,-116.91153,71.2,C,Human - Equipment,0,1
FIRE-2019-001005,Nevada Fire 1005,2019-08-29,2019-09-03,2019,NV,1039,Nevada County 02,35.18622,-116.04535,4.5,B,Lightning,0,1
FIRE-2019-001006,Nevada Fire 1006,2019-06-21,2019-06-22,2019,NV,1039,Nevada County 02,35.23522,-115.99079,3.1,B,Human - Campfire,0,1
FIRE-2019-001007,Nevada Fire 1007,2019-07-25,2019-08-12,2019,NV,1040,Nevada County 03,36.8475,-115.1834,23.6,C,Undetermined,0,1
FIRE-2019-001008,Nevada Fire 1008,2019-08-16,2019-09-01,2019,NV,1040,Nevada County 03,35.86517,-114.85582,110.4,D,Undetermined,0,1
FIRE-2019-001009,Nevada Fire 1009,2019-09-21,2019-09-30,2019,NV,1040,Nevada County 03,35.23375,-115.00462,30.5,C,Lightning,0,4
FIRE-2019-001010,Nevada Fire 1010,2019-09-22,2019-11-05,2019,NV,1040,Nevada County 03,36.75336,-114.07341,14.3,C,Human - Campfire,0,9
FIRE-2019-001011,Nevada Fire 1011,2019-06-19,2019-06-21,2019,NV,1040,Nevada County 03,37.30109,-115.2181,158.0,D,Human - Debris Burning,1,26
FIRE-2019-001012,Nevada Fire 1012,2019-05-06,2019-06-15,2019,NV,1040,Nevada County 03,36.58184,-114.39628,13.3,C,Powerline,0,1
FIRE-2019-001013,Nevada Fire 1013,2019-10-01,2019-11-09,2019,NV,1041,Nevada County 10,38.9655,-119.01249,5.3,B,Lightning,0,1
FIRE-2019-001014,Nevada Fire 1014,2019-09-15,2019-09-21,2019,NV,1041,Nevada County 10,39.33254,-119.14216,35.1,C,Lightning,0,11
FIRE-2019-001015,Nevada Fire 1015,2019-07-10,2019-08-22,2019,NV,1041,Nevada County 10,37.72546,-118.68782,29.6,C,Human - Debris Burning,0,1
FIRE-2019-001016,Nevada Fire 1016,2019-08-10,2019-08-12,2019,NV,1041,Nevada County 10,38.96645,-118.58369,5.6,B,Lightning,0,6
FIRE-2019-001017,Nevada Fire 1017,2019-11-14,2019-12-27,2019,NV,1041,Nevada County 10,37.84754,-118.85054,14.9,C,Lightning,0,1
FIRE-2019-001018,Nevada Fire 1018,2019-09-18,2019-10-25,2019,NV,1041,Nevada County 10,37.54436,-118.91188,58.8,C,Human - Arson,0,12
FIRE-2019-001019,Nevada Fire 1019,2019-06-12,2019-07-24,2019,NV,1041,Nevada County 10,39.00737,-119.43448,66.6,C,Powerline,0,1
FIRE-2019-001020,Nevada Fire 1020,2019-09-30,2019-10-22,2019,NV,1041,Nevada County 10,37.93789,-119.64995,17.2,C,Human - Arson,0,1
FIRE-2019-001021,Nevada Fire 1021,2019-10-24,2019-11-30,2019,NV,1041,Nevada County 10,38.19139,-119.82584,96.0,C,Human - Arson,0,1
FIRE-2019-001022,Nevada Fire 1022,2019-07-15,2019-08-28,2019,NV,1041,Nevada County 10,38.23901,-119.71521,27.6,C,Undetermined,0,13
FIRE-2019-001023,Nevada Fire 1023,2019-09-29,2019-10-20,2019,NV,1041,Nevada County 10,37.58203,-119.11384,0.5,B,Lightning,0,10
FIRE-2019-001024,Nevada Fire 1024,2019-11-06,2019-12-19,2019,NV,1041,Nevada County 10,38.39683,-119.25025,46.0,C,Powerline,0,1
FIRE-2019-001025,Nevada Fire 1025,2019-08-15,2019-09-21,2019,NV,1041,Nevada County 10,38.50555,-119.51979,58.3,C,Human - Equipment,0,1
FIRE-2019-001026,Nevada Fire 1026,2019-09-05,2019-09-19,2019,NV,1041,Nevada County 10,38.21232,-118.94379,198.5,D,Powerline,0,16
FIRE-2019-001027,Nevada Fire 1027,2019-07-29,2019-09-10,2019,NV,1042,Nevada County 11,39.33248,-117.33594,65.0,C,Undetermined,0,1
FIRE-2019-001028,Nevada Fire 1028,2019-08-14,2019-09-09,2019,NV,1042,Nevada County 11,38.31902,-117.91157,32.1,C,Human - Equipment,0,3
FIRE-2019-001029,Nevada Fire 1029,2019-06-29,2019-07-08,2019,NV,1042,Nevada County 11,37.78855,-117.45544,97.0,C,Lightning,0,3
FIRE-2019-001030,Nevada Fire 1030,2019-09-03,2019-10-10,2019,NV,1042,Nevada County 11,39.51401,-118.41882,18.1,C,Lightning,0,1
FIRE-2019-001031,Nevada Fire 1031,2019-07-26,2019-07-27,2019,NV,1042,Nevada County 11,37.84232,-118.28277,69.0,C,Human - Equipment,0,1
FIRE-2019-001032,Nevada Fire 1032,2019-07-21,2019-09-03,2019,NV,1043,Nevada County 12,39.33634,-115.82175,23.6,C,Powerline,0,5
FIRE-2019-001033,Nevada Fire 1033,2019-07-29,2019-09-09,2019,NV,1043,Nevada County 12,37.75248,-115.53876,2.7,B,Lightning,0,1
FIRE-2019-001034,Nevada Fire 1034,2019-08-20,2019-09-09,2019,NV,1043,Nevada County 12,37.905,-115.91617,6.3,B,Human - Campfire,0,14
FIRE-2019-001035,Nevada Fire 1035,2019-07-19,2019-08-18,2019,NV,1043,Nevada County 12,38.94752,-116.43694,79.3,C,Powerline,0,1
FIRE-2019-001036,Nevada Fire 1036,2019-07-07,2019-08-08,2019,NV,1043,Nevada County 12,38.19042,-116.02021,6.4,B,Human - Debris Burning,0,6
FIRE-2019-001037,Nevada Fire 1037,2019-07-20,2019-07-27,2019,NV,1043,Nevada County 12,39.63715,-116.11972,32.6,C,Powerline,0,6
FIRE-2019-001038,Nevada Fire 1038,2019-09-30,2019-10-05,2019,NV,1043,Nevada County 12,38.3452,-116.03311,42.4,C,Human - Campfire,0,10
FIRE-2019-001039,Nevada Fire 1039,2019-06-05,2019-06-10,2019,NV,1044,Nevada County 13,39.24075,-114.90931,76.5,C,Human - Equipment,0,12
FIRE-2019-001040,Nevada Fire 1040,2019-06-01,2019-06-09,2019,NV,1044,Nevada County 13,37.62288,-114.3149,69.9,C,Lightning,0,1
FIRE-2019-001041,Nevada Fire 1041,2019-07-21,2019-08-04,2019,NV,1045,Nevada County 20,41.53453,-119.16792,6.6,B,Human - Campfire,0,6
FIRE-2019-001042,Nevada Fire 1042,2019-08-29,2019-10-03,2019,NV,1045,Nevada County 20,39.86409,-118.8704,6.7,B,Lightning,0,14
FIRE-2019-001043,Nevada Fire 1043,2019-07-29,2019-08-17,2019,NV,1045,Nevada County 20,39.77439,-119.62749,145.7,D,Human - Campfire,0,11
FIRE-2019-001044,Nevada Fire 1044,2019-07-19,2019-07-26,2019,NV,1045,Nevada County 20,40.48827,-118.52097,38.6,C,Human - Campfire,0,1
FIRE-2019-001045,Nevada Fire 1045,2019-08-12,2019-09-17,2019,NV,1046,Nevada County 21,41.6642,-118.2875,12.1,C,Lightning,0,1
FIRE-2019-001046,Nevada Fire 1046,2019-08-29,2019-09-09,2019,NV,1046,Nevada County 21,39.84017,-117.56653,14.7,C,Human - Equipment,0,7
FIRE-2019-001047,Nevada Fire 1047,2019-08-28,2019-09-15,2019,NV,1046,Nevada County 21,41.2872,-117.86198,38.4,C,Undetermined,0,1
FIRE-2019-001048,Nevada Fire 1048,2019-07-09,2019-08-05,2019,NV,1046,Nevada County 21,41.20041,-117.94179,85.9,C,Powerline,0,1
FIRE-2019-001049,Nevada Fire 1049,2019-10-28,2019-12-02,2019,NV,1046,Nevada County 21,41.91604,-117.93159,14.2,C,Lightning,0,1
FIRE-2019-001050,Nevada Fire 1050,2019-08-03,2019-08-18,2019,NV,1046,Nevada County 21,40.51325,-117.53973,20.3,C,Lightning,0,23
FIRE-2019-001051,Nevada Fire 1051,2019-10-28,2019-12-01,2019,NV,1046,Nevada County 21,41.88749,-118.16666,76.3,C,Human - Campfire,0,1
FIRE-2019-001052,Nevada Fire 1052,2019-06-08,2019-06-12,2019,NV,1047,Nevada County 22,41.68593,-115.94932,40.1,C,Lightning,0,2
FIRE-2019-001053,Nevada Fire 1053,2019-09-24,2019-11-02,2019,NV,1047,Nevada County 22,41.39636,-116.48224,172.1,D,Undetermined,0,1
